,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,AGI Greenpac Ltd,Packaging,500187,AGI,5345,826, 1089 / 296,19.9,262,0.61,14.8,17.4,2.0,2.21,30.1,7.06,0.28,2.2,4.02,60.7,77.2,27.0,12.2,11.8,43.5,40.4,802,995,1230,622,999
