,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.08,0.09,2.96,3.22,2.54,1.74,0.94,0.69,0.36,0.16,0.07,0.04,0.04
Expenses,0.07,0.03,2.88,3.12,2.51,1.79,0.91,0.75,0.4,0.2,1.17,1.07,0.08
Operating Profit,0.01,0.06,0.08,0.1,0.03,-0.05,0.03,-0.06,-0.04,-0.04,-1.1,-1.03,-0.04
OPM %,12.50,66.67,2.7,3.11,1.18,-2.87,3.19,-8.70,-11.11,-25.0,-1571.43,-2575.0,-100.00
Other Income,0.03,0.0,0.0,0.01,0.01,0.16,0.02,0.08,0.04,0.0,0.02,0.02,-1.06
Interest,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.01,0.00
Depreciation,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04
Profit before tax,0.00,0.04,0.06,0.09,0.02,0.09,0.03,0.00,-0.02,-0.06,-1.1,-1.04,-1.14
Tax %,,50.0,33.33,33.33,50.0,11.11,0.0,,0.0,0.0,0.0,0.0,
Net Profit,0.00,0.02,0.04,0.06,0.01,0.07,0.03,0.00,-0.02,-0.05,-1.1,-1.04,-1.11
EPS in Rs,0.00,0.07,0.13,0.2,0.03,0.23,0.1,0.00,-0.07,-0.17,-3.67,-3.47,-3.69
