,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,100.0,87.84,78.21,78.2,78.2,72.84
FIIs,0.0,0.55,0.42,0.84,1.53,2.32
DIIs,0.0,2.61,9.43,8.33,6.51,5.83
Public,0.0,9.0,11.94,12.63,13.76,19.01
No. of Shareholders,7.0,177379.0,366354.0,563523.0,720323.0,1341098.0
