,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,113,652,571,-363,-695,-962,419,4793,-4076
Cash from Investing Activity,-29,100,-25,36,320,124,312,-1431,1355
Cash from Financing Activity,-152,-182,-668,-581,319,827,416,-189,-1036
Net Cash Flow,-68,570,-123,-908,-56,-11,1148,3173,-3757
