,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,285.0,314.0,411.0,429.0,441.0,519.0,569.0,598.0,612.0,565.0,533.0,519.0,437.0
Expenses,238.0,269.0,344.0,348.0,374.0,448.0,474.0,494.0,547.0,531.0,514.0,485.0,385.0
Operating Profit,47.0,44.0,68.0,81.0,67.0,71.0,95.0,104.0,65.0,34.0,19.0,33.0,52.0
OPM %,16.0,14.0,16.0,19.0,15.0,14.0,17.0,17.0,11.0,6.0,4.0,6.0,12.0
Other Income,1.0,2.0,74.0,0.0,0.0,1.0,-6.0,0.0,0.0,1.0,1.0,0.0,0.0
Interest,24.0,23.0,21.0,20.0,19.0,23.0,20.0,16.0,14.0,16.0,18.0,19.0,17.0
Depreciation,18.0,18.0,18.0,18.0,18.0,18.0,21.0,16.0,17.0,17.0,17.0,14.0,12.0
Profit before tax,6.0,5.0,102.0,44.0,31.0,31.0,48.0,72.0,35.0,2.0,-16.0,2.0,22.0
Tax %,-34.0,42.0,54.0,27.0,25.0,25.0,24.0,25.0,28.0,27.0,27.0,25.0,26.0
Net Profit,8.0,3.0,47.0,32.0,23.0,23.0,37.0,54.0,25.0,1.0,-11.0,1.0,16.0
EPS in Rs,1.34,0.48,7.81,5.29,3.79,3.84,6.06,8.93,4.14,0.23,-1.86,0.22,2.71
