,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,55.0,61,47,41
Inventory Days,48.0,75,81,99
Days Payable,26.0,26,14,25
Cash Conversion Cycle,77.0,110,114,116
Working Capital Days,79.0,92,107,118
ROCE %,,11,10,19
