,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,10,14
Reserves,17,24,26,30,55
Borrowings,63,61,62,68,62
Other Liabilities,14,15,17,19,13
Total Liabilities,99,105,110,127,144
Fixed Assets,29,26,24,29,30
CWIP,0,0,0,0,0
Investments,0,0,0,0,0
Other Assets,70,79,86,98,114
Total Assets,99,105,110,127,144
