,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,49.44,49.44,49.44,49.44,49.42
Public,50.55,50.55,50.55,50.56,50.58
No. of Shareholders,188.0,181.0,178.0,430.0,569.0
