,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.62,10.95,4.63,12.26,18.8,23.33
Expenses,1.44,10.94,4.6,12.22,18.72,23.17
Operating Profit,0.18,0.01,0.03,0.04,0.08,0.16
OPM %,11.11,0.09,0.65,0.33,0.43,0.69
Other Income,0.03,-0.00,0.01,-0.0,-0.0,0.00
Interest,0.12,-0.00,-0.0,0.01,0.02,0.01
Depreciation,-0.00,0.01,0.02,0.02,0.01,0.00
Profit before tax,0.09,-0.00,0.02,0.01,0.05,0.15
Tax %,-0.00,,-0.0,-0.0,20.0,
Net Profit,0.08,0.01,0.01,0.01,0.04,0.12
EPS in Rs,,0.00,0.0,0.0,0.0,0.01
