,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,8,8,8,8,24,24
Reserves,13,13,16,21,30,53,62
Borrowings,15,6,20,14,25,22,69
Other Liabilities,8,4,11,16,11,18,24
Total Liabilities,44,31,54,59,74,116,179
Fixed Assets,24,23,26,26,27,29,27
CWIP,2,2,2,2,2,5,37
Investments,0,0,0,0,1,0,2
Other Assets,18,6,25,31,44,83,113
Total Assets,44,31,54,59,74,116,179
