,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0,11.0,58.0,141.0,185.0,228.0,208
Expenses,0,10.0,58.0,130.0,170.0,202.0,180
Operating Profit,-0,1.0,0.0,11.0,15.0,26.0,28
OPM %,,8.0,0.0,8.0,8.0,11.0,14
Other Income,0,0.0,0.0,-0.0,1.0,1.0,2
Interest,0,0.0,1.0,2.0,2.0,2.0,2
Depreciation,1,1.0,1.0,2.0,2.0,2.0,2
Profit before tax,-2,-0.0,-2.0,7.0,12.0,23.0,26
Tax %,2,205.0,304.0,25.0,33.0,27.0,
Net Profit,-2,0.0,4.0,5.0,8.0,17.0,19
EPS in Rs,-2.22,0.52,4.67,6.62,10.37,7.09,7.97
