,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,75.0,75.0,75.0,75.0,75.0,75.0
FIIs,5.52,5.31,5.93,7.25,4.84,3.78
DIIs,15.87,15.83,14.19,11.64,12.09,12.17
Public,3.61,3.86,4.88,6.11,8.07,9.05
No. of Shareholders,21094.0,22516.0,42044.0,61413.0,116910.0,135252.0
