,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,18.87,3.26,-2.58,-5.4,-3.23
Cash from Investing Activity,0.98,0.47,0.02,0.05,-0.05
Cash from Financing Activity,-19.46,-4.52,2.41,5.44,3.2
Net Cash Flow,0.39,-0.8,-0.15,0.09,-0.08
