,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,118.65,360.47,2526.83,473.07,337.60
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,118.65,360.47,2526.83,473.07,337.60
Working Capital Days,137.98,282.42,4620.07,692.64,419.02
ROCE %,,96.38,1.94,7.42,7.02
