,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.41,59.02,59.02,59.02,59.02,59.02,59.02,70.08,66.84,66.84
DIIs,0.99,1.0,1.0,1.0,1.0,0.99,0.99,1.0,1.1,1.1
Public,28.6,39.98,39.98,39.98,39.98,39.98,39.98,28.92,32.06,32.06
No. of Shareholders,11596.0,11587.0,11587.0,11587.0,11587.0,11587.0,11587.0,11587.0,11587.0,11587.0
