,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-111.66,-7.43,-5.93,-4.26,-1.53,-2.08
Cash from Investing Activity,119.52,6.45,5.63,4.25,4.38,0.0
Cash from Financing Activity,-13.07,0.0,0.0,0.0,0.0,0.0
Net Cash Flow,-5.21,-0.99,-0.29,-0.01,2.86,-2.08
