,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.81,73.81,73.81,73.81,73.81,73.81,73.81,73.81
FIIs,0.0,0.0,0.0,0.0,0.0,0.71,0.82,0.82
DIIs,0.0,0.0,0.0,0.0,0.0,0.12,0.54,0.0
Government,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
Public,25.86,25.86,25.86,25.86,25.86,25.04,24.5,25.05
No. of Shareholders,4838.0,4782.0,4651.0,4708.0,4649.0,6241.0,14807.0,18423.0
