,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,8.45,8.74,27.48,18.47,10.69,10.16,16.83,12.94,17.55,28.04,28.74,26.78,24.53
Expenses,6.43,5.38,14.1,12.72,8.43,10.82,14.3,10.26,13.28,22.54,25.99,23.82,20.45
Operating Profit,2.02,3.36,13.38,5.75,2.26,-0.66,2.53,2.68,4.27,5.5,2.75,2.96,4.08
OPM %,23.91,38.44,48.69,31.13,21.14,-6.5,15.03,20.71,24.33,19.61,9.57,11.05,16.63
Other Income,0.15,0.1,0.02,0.04,0.11,2.83,0.04,0.04,0.09,0.12,0.16,0.43,1.15
Interest,1.4,1.25,1.57,0.99,1.47,1.09,1.21,1.15,1.44,1.34,1.82,1.48,1.59
Depreciation,0.27,0.27,1.34,0.25,0.25,0.23,0.21,0.23,0.22,0.22,0.22,0.23,0.33
Profit before tax,0.5,1.94,10.49,4.55,0.65,0.85,1.15,1.34,2.7,4.06,0.87,1.68,3.31
Tax %,24.0,24.23,27.55,25.27,24.62,24.71,39.13,25.37,25.19,25.37,33.33,27.38,29.61
Net Profit,0.37,1.47,7.61,3.4,0.49,0.64,0.71,1.01,2.02,3.02,0.58,1.22,2.33
EPS in Rs,0.32,1.28,6.68,2.99,0.43,0.56,0.62,0.89,1.78,2.66,0.5,0.88,1.69
