,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,55.43,70.1,71.45,48.3,67.29,73.09,76.66,88.78,80.55,81.25,80.69,88.54,83.78
Expenses,51.49,62.39,64.18,45.57,62.48,69.22,71.66,82.68,75.4,75.99,75.99,82.25,77.65
Operating Profit,3.94,7.71,7.27,2.73,4.81,3.87,5.0,6.1,5.15,5.26,4.7,6.29,6.13
OPM %,7.11,11.0,10.17,5.65,7.15,5.29,6.52,6.87,6.39,6.47,5.82,7.1,7.32
Other Income,0.09,0.03,0.0,0.01,0.01,0.05,0.13,0.02,0.05,0.01,0.18,0.03,0.0
Interest,1.96,1.74,1.63,1.69,1.7,1.55,1.49,1.57,1.51,1.65,1.73,1.54,1.56
Depreciation,3.59,3.57,3.72,3.48,3.39,3.36,3.4,3.35,3.35,3.13,3.04,3.54,3.55
Profit before tax,-1.52,2.43,1.92,-2.43,-0.27,-0.99,0.24,1.2,0.34,0.49,0.11,1.24,1.02
Tax %,3.95,-7.0,-39.58,-1.23,7.41,71.72,-108.33,13.33,97.06,26.53,-63.64,38.71,43.14
Net Profit,-1.46,2.6,2.68,-2.45,-0.25,-0.29,0.51,1.04,0.01,0.37,0.18,0.77,0.58
EPS in Rs,-2.38,4.24,4.37,-3.99,-0.41,-0.47,0.83,1.69,0.02,0.6,0.29,1.25,0.95
