,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,6,6
Reserves,54,52,50,51,48,52,55,55,50,46,43,45,46
Borrowings,54,54,52,45,35,112,102,114,94,102,94,88,79
Other Liabilities,16,16,22,14,24,27,33,33,23,18,29,39,46
Total Liabilities,130,128,130,117,114,196,196,208,173,172,172,178,177
Fixed Assets,101,94,86,83,77,132,121,141,132,118,106,97,91
CWIP,2,6,14,7,5,6,6,5,0,0,0,0,0
Investments,1,1,1,1,1,1,1,1,1,1,1,1,1
Other Assets,26,27,29,26,30,57,67,61,40,53,65,79,85
Total Assets,130,128,130,117,114,196,196,208,173,172,172,178,177
