,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01
Sales,3.17,2.53,0.00,1.0,2.23,4.22,2.26,2.07,5.22,2.41,2.13,2.2,2.0
Expenses,3.19,5.68,0.19,1.01,2.07,5.44,2.46,3.24,5.24,2.99,2.81,2.28,2.74
Operating Profit,-0.02,-3.15,-0.19,-0.01,0.16,-1.22,-0.2,-1.17,-0.02,-0.58,-0.68,-0.08,-0.74
OPM %,-0.63,-124.51,,-1.0,7.17,-28.91,-8.85,-56.52,-0.38,-24.07,-31.92,-3.64,-37.0
Other Income,0.1,1.5,0.14,0.04,0.04,3.44,0.04,0.08,0.32,0.04,0.12,0.0,0.0
Interest,0.77,-0.42,0.51,0.5,0.54,1.73,1.14,-1.14,0.9,-2.05,0.0,0.0,0.0
Depreciation,0.51,0.48,0.54,0.53,0.54,0.28,0.47,0.38,0.47,0.29,0.43,0.43,0.43
Profit before tax,-1.2,-1.71,-1.10,-1.0,-0.88,0.21,-1.77,-0.33,-1.07,1.22,-0.99,-0.51,-1.17
Tax %,0.0,-51.46,0.00,0.0,0.0,-42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-1.19,-2.59,-1.09,-1.0,-0.88,0.3,-1.77,-0.33,-1.07,1.21,-0.98,-0.51,-1.17
EPS in Rs,-0.6,-1.32,-0.55,-0.51,-0.45,0.15,-0.9,-0.17,-0.54,0.62,-0.5,-0.26,-0.59
