,2022-03-01,2023-03-01,2023-09-01
Equity Capital,20.3,20.3,20.3
Reserves,219.23,226.75,228.11
Borrowings,18.08,5.01,36.68
Other Liabilities,23.55,29.57,42.68
Total Liabilities,281.16,281.63,327.77
Fixed Assets,40.45,60.26,64.76
CWIP,18.9,5.32,0.0
Investments,0.0,0.0,0.0
Other Assets,221.81,216.05,263.01
Total Assets,281.16,281.63,327.77
