,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.98,66.34,67.07,71.98,71.98,71.98
Public,38.02,33.66,32.93,28.02,28.02,28.02
No. of Shareholders,69.0,61.0,54.0,48.0,49.0,54.0
