,2018-09-01,2019-03-01,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,61.98,61.98,61.98,66.34,66.34,67.07,67.07,71.98,71.98,71.98,71.98
Public,38.02,38.02,38.02,33.66,33.66,32.93,32.93,28.02,28.03,28.02,28.02
No. of Shareholders,164.0,69.0,67.0,61.0,60.0,54.0,56.0,48.0,48.0,49.0,54.0
