,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,10,15
Reserves,7,6,15,74
Borrowings,14,20,23,26
Other Liabilities,5,7,25,17
Total Liabilities,27,35,73,132
Fixed Assets,2,2,13,14
CWIP,9,13,9,14
Investments,0,0,1,1
Other Assets,16,19,50,103
Total Assets,27,35,73,132
