,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,70.92,46.51,43.89,61.79,47.74,32.15
Inventory Days,28.14,17.04,20.23,28.38,14.39,25.1
Days Payable,90.15,84.45,125.5,145.21,100.34,73.06
Cash Conversion Cycle,8.92,-20.9,-61.38,-55.04,-38.21,-15.81
Working Capital Days,110.69,64.39,202.27,240.73,116.47,227.77
ROCE %,,11.84,10.2,12.27,14.23,37.85
