,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,116.0,37,147,106,69
Inventory Days,90.0,118,55,35,52
Days Payable,155.0,118,192,127,87
Cash Conversion Cycle,51.0,38,11,14,34
Working Capital Days,72.0,42,33,30,41
ROCE %,,7,4,-12,4
