,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,178.0,148,291,135,132,62
Inventory Days,1.0,0,6,69,71,113
Days Payable,45.0,,83,146,163,97
Cash Conversion Cycle,134.0,148,214,58,40,78
Working Capital Days,139.0,140,327,100,87,78
ROCE %,,2,3,17,27,7
