,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.99,72.99,62.17,62.17,62.17,62.17
FIIs,0.0,0.0,0.0,4.32,4.32,4.32
Public,27.01,27.01,37.83,33.51,33.5,33.5
No. of Shareholders,417.0,160.0,456.0,743.0,1036.0,3916.0
