,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,19.72,53.23,42.02,23.9,50.34,51.97,37.64,47.97,45.33,34.52,30.19,19.95,44.44
Expenses,18.83,49.39,45.59,22.83,48.93,50.32,36.55,46.01,44.48,34.09,29.84,19.19,41.81
Operating Profit,0.89,3.84,-3.57,1.07,1.41,1.65,1.09,1.96,0.85,0.43,0.35,0.76,2.63
OPM %,4.51,7.21,-8.5,4.48,2.8,3.17,2.9,4.09,1.88,1.25,1.16,3.81,5.92
Other Income,0.01,0.06,0.02,0.0,0.0,0.01,0.1,0.05,0.03,0.03,0.07,0.16,0.11
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.09,0.08,0.05,0.08,0.13
Depreciation,0.16,0.11,0.11,0.18,0.27,0.26,0.4,0.24,0.24,0.26,0.29,0.21,0.22
Profit before tax,0.74,3.79,-3.66,0.89,1.14,1.4,0.68,1.67,0.55,0.12,0.08,0.63,2.39
Tax %,0.0,0.0,-22.95,24.72,18.42,19.29,48.53,25.15,23.64,16.67,62.5,23.81,24.69
Net Profit,0.73,3.79,-4.51,0.67,0.93,1.13,0.35,1.25,0.41,0.1,0.03,0.47,1.8
EPS in Rs,0.03,0.18,-0.18,0.03,0.04,0.05,0.01,0.05,0.02,0.0,0.0,0.02,0.07
