,2022-05-01,2022-09-01,2023-03-01,2023-09-01
Promoters,65.45,65.45,65.45,65.45
FIIs,0.0,0.0,2.22,2.37
DIIs,0.42,0.0,0.0,0.0
Public,34.13,34.55,32.33,32.18
No. of Shareholders,565.0,377.0,270.0,263.0
