,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,334.86,157.75,,,,,
Inventory Days,,,988.25,211.74,,,,,
Days Payable,,,805.75,294.42,,,,,
Cash Conversion Cycle,,,517.36,75.07,,,,,
Working Capital Days,,,-51893.62,-24900.42,,,,,
ROCE %,,2.13,1.15,1.32,0.26,0.02,-0.02,0.21,-0.34
