,2021-03-01,2022-03-01,2023-03-01
Equity Capital,2.0,2.0,4.0
Reserves,-1.55,-1.25,0.65
Borrowings,2.04,2.11,5.53
Other Liabilities,2.87,2.94,2.78
Total Liabilities,5.36,5.8,12.96
Fixed Assets,2.87,4.31,9.66
CWIP,0.0,0.0,0.0
Investments,0.0,0.0,0.0
Other Assets,2.49,1.49,3.3
Total Assets,5.36,5.8,12.96
