,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.82,69.82,69.82,68.91,68.03
FIIs,0.0,0.0,0.0,0.0,0.09
DIIs,1.22,1.22,1.1,1.37,1.51
Government,7.37,7.37,7.37,7.27,7.18
Public,21.59,21.59,21.71,22.43,23.18
No. of Shareholders,5590.0,5273.0,12098.0,18100.0,20529.0
