,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.93,2.72,1.17,4.14,6.02,12.1,36.29,5.43,7.7,6.93,11.96,7.39,12.18
Expenses,2.96,2.69,1.28,4.12,5.96,12.11,35.64,5.43,7.61,6.65,12.09,7.32,12.16
Operating Profit,-0.03,0.03,-0.11,0.02,0.06,-0.01,0.65,0.00,0.09,0.28,-0.13,0.07,0.02
OPM %,-1.02,1.1,-9.4,0.48,1.0,-0.08,1.79,0.00,1.17,4.04,-1.09,0.95,0.16
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.00,0.0,0.0,0.0,0.0,0.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,0.0,0.0,0.0,0.0
Profit before tax,-0.03,0.03,-0.11,0.02,0.06,-0.01,2.01,0.00,0.09,0.28,-0.13,0.07,0.02
Tax %,33.33,33.33,9.09,50.0,33.33,0.0,7.46,,22.22,25.0,15.38,28.57,50.0
Net Profit,-0.03,0.02,-0.1,0.02,0.05,0.0,1.86,0.00,0.07,0.21,-0.11,0.05,0.02
EPS in Rs,-0.03,0.02,-0.1,0.02,0.05,0.0,1.85,0.00,0.07,0.21,-0.11,0.05,0.02
