,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,19,31,42,59,67
Cash from Investing Activity,-9,-6,-20,-188,-91
Cash from Financing Activity,-9,-23,-19,125,27
Net Cash Flow,1,1,3,-5,3
