,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,12,12,12,12,48
Reserves,70,98,133,197,229
Preference Capital,0,0,0,0,47
Borrowings,72,54,46,199,190
Other Liabilities,68,81,179,167,238
Total Liabilities,223,245,370,575,704
Fixed Assets,78,73,79,183,183
CWIP,0,0,7,0,22
Investments,0,0,0,0,0
Other Assets,144,172,283,392,500
Total Assets,223,245,370,575,704
