,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,93.0,85,123,97,104
Inventory Days,50.0,84,107,76,62
Days Payable,80.0,92,132,86,84
Cash Conversion Cycle,64.0,77,99,87,83
Working Capital Days,77.0,86,73,97,98
ROCE %,,26,28,31,24
