,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,33.59,95.17,34.61,4.84,13.69
Inventory Days,3.14,3.08,3.14,4.29,5.35
Days Payable,147.63,200.66,152.4,18.04,54.59
Cash Conversion Cycle,-110.91,-102.41,-114.65,-8.9,-35.54
Working Capital Days,-27.52,20.78,110.46,83.36,186.04
ROCE %,,172.82,174.28,67.67,3.97
