,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.03,0.03,1.48,2.02,2.02,2.02
Reserves,0.19,0.77,3.24,11.91,12.25,12.61
Borrowings,0.01,0.0,0.0,0.0,0.0,0.0
Other Liabilities,2.67,3.77,3.13,0.67,0.97,0.89
Total Liabilities,2.9,4.57,7.85,14.6,15.24,15.52
Fixed Assets,0.03,0.02,0.01,0.04,0.19,0.27
CWIP,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,4.5,8.06,9.08
Other Assets,2.87,4.55,7.84,10.06,6.99,6.17
Total Assets,2.9,4.57,7.85,14.6,15.24,15.52
