,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.2,0.93,1.75,4.0,5.95,3.71,9.57,3.03,4.99,5.19,4.62,3.23,1.49
Expenses,0.7,0.94,1.71,2.4,3.79,2.32,7.19,1.39,1.85,1.54,1.2,1.45,0.81
Operating Profit,0.5,-0.01,0.04,1.6,2.16,1.39,2.38,1.64,3.14,3.65,3.42,1.78,0.68
OPM %,41.67,-1.08,2.29,40.0,36.3,37.47,24.87,54.13,62.93,70.33,74.03,55.11,45.64
Other Income,0.09,0.08,-0.07,-0.0,-0.0,0.06,0.11,0.11,0.19,0.01,0.12,0.17,0.67
Interest,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.04,-0.0
Depreciation,0.06,0.14,0.12,0.09,0.09,0.09,0.09,0.07,0.07,0.08,0.08,0.06,0.06
Profit before tax,0.51,-0.09,-0.17,1.49,2.05,1.35,2.39,1.67,3.25,3.57,3.45,1.85,1.29
Tax %,-0.0,-0.0,29.41,14.09,20.98,14.07,23.01,17.96,18.46,15.41,20.29,17.3,3.88
Net Profit,0.51,-0.08,-0.11,1.28,1.64,1.16,1.85,1.37,2.65,3.03,2.75,1.54,1.25
EPS in Rs,0.14,-0.02,-0.03,0.35,0.45,0.32,0.51,0.38,0.73,0.84,0.76,0.43,0.35
