,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,349.0,332.0,268.0,351.0,353.0,395.0,350.0,362.0,423.0,280.0,259.0,282.0,430.0
Expenses,293.0,268.0,210.0,287.0,292.0,324.0,288.0,316.0,357.0,255.0,236.0,280.0,383.0
Operating Profit,56.0,64.0,58.0,65.0,61.0,71.0,63.0,46.0,66.0,26.0,23.0,2.0,47.0
OPM %,16.0,19.0,22.0,18.0,17.0,18.0,18.0,13.0,16.0,9.0,9.0,1.0,11.0
Other Income,1.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,8.0,5.0
Interest,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
Depreciation,3.0,4.0,4.0,4.0,4.0,4.0,8.0,5.0,6.0,6.0,6.0,6.0,6.0
Profit before tax,51.0,60.0,58.0,64.0,61.0,71.0,58.0,44.0,63.0,18.0,18.0,2.0,44.0
Tax %,26.0,26.0,25.0,26.0,26.0,25.0,27.0,24.0,25.0,22.0,21.0,26.0,26.0
Net Profit,38.0,45.0,43.0,47.0,46.0,53.0,43.0,34.0,48.0,14.0,14.0,2.0,33.0
EPS in Rs,9.66,11.45,10.8,11.84,11.4,13.37,10.64,8.42,11.92,3.6,3.58,0.38,8.12
