,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,74.15,74.15,74.61,74.77,74.77,74.83,74.87,74.87,74.9,74.94,74.95
FIIs,3.85,3.27,2.64,2.62,2.62,2.27,2.04,1.37,0.0,0.0,0.0
DIIs,4.8,2.04,1.58,1.38,1.57,1.68,1.45,1.19,1.21,0.85,0.29
Public,17.19,20.54,21.17,21.22,21.03,21.22,21.63,22.56,23.89,24.21,24.76
No. of Shareholders,110826.0,97159.0,89557.0,92125.0,92029.0,94396.0,93166.0,93337.0,94596.0,93082.0,89895.0
