,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19,19
Reserves,1217,1399,1720,2065,2304,2698,2990,3495,3682,4225,4736,5672,6112
Borrowings,48,161,121,99,184,140,123,128,127,193,10,503,484
Other Liabilities,207,266,373,367,278,333,426,391,334,321,361,437,552
Total Liabilities,1490,1845,2233,2549,2785,3190,3559,4033,4162,4758,5125,6630,7166
Fixed Assets,356,377,389,551,672,670,671,845,890,811,790,1003,1136
CWIP,18,32,100,46,38,43,97,60,32,161,210,107,23
Investments,140,194,529,637,946,960,1092,1145,1418,809,1055,2254,2101
Other Assets,976,1242,1215,1314,1128,1518,1699,1984,1821,2977,3070,3266,3906
Total Assets,1490,1845,2233,2549,2785,3190,3559,4033,4162,4758,5125,6630,7166
