,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,Kaarya Facilities & Services Ltd,Miscellaneous,540756,,4.33,4.63, 11.4 / 3.80,,0.72,0.0,-17.7,-43.3,10.0,0.17,28.2,3.36,15.3,15.0,16.3,-123,,,,,-7.96,-8.33,5.67,4.64,1.84,3.07,1.11
