,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,23,23,23,23,23,24,24,24,24,24,24,24,24
Reserves,389,446,412,445,467,489,534,505,480,568,673,699,720
Borrowings,41,76,15,5,0,6,0,22,23,36,79,114,187
Other Liabilities,194,183,273,249,216,300,294,356,381,539,639,484,693
Total Liabilities,647,729,723,722,707,818,852,907,909,1168,1416,1321,1624
Fixed Assets,33,58,89,95,97,60,60,90,83,73,85,99,103
CWIP,17,3,0,0,0,0,0,0,0,0,0,5,0
Investments,112,107,115,105,78,165,186,87,105,13,12,11,11
Other Assets,485,561,519,521,531,593,607,731,721,1081,1319,1207,1510
Total Assets,647,729,723,722,707,818,852,907,909,1168,1416,1321,1624
