,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,127.84,53.02,87.07,73.04,135.72,70.82,13.62,21.19,146.1,37.05
Inventory Days,256.76,215.45,324.44,104.37,289.66,4.7,55.45,105.93,17.65,47.0
Days Payable,274.38,58.3,81.11,32.72,248.04,55.9,34.75,30.3,3.23,0.73
Cash Conversion Cycle,110.22,210.17,330.4,144.69,177.35,19.63,34.32,96.82,160.52,83.32
Working Capital Days,622.54,274.26,332.13,241.16,199.37,21.15,312.21,727.54,744.23,1297.49
ROCE %,,2.18,6.01,18.65,17.84,23.93,20.02,10.05,11.32,9.46
