,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
Reserves,5.86,6.24,4.48,4.64,4.57,4.52,4.46,5.58,6.66,6.3,5.54,0.17,-0.06
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,2.3,2.23,2.5,2.75,2.98,3.13,3.49,2.44,1.19,1.04,1.07,1.1,1.09
Total Liabilities,8.68,8.99,7.5,7.91,8.07,8.17,8.47,8.54,8.37,7.86,7.13,1.79,1.55
Fixed Assets,0.06,0.04,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.3,0.3,0.3,0.3,0.16,0.16,0.46,0.76,0.76,0.46,0.46,0.46,0.46
Other Assets,8.32,8.65,7.17,7.59,7.9,8.0,8.0,7.78,7.61,7.4,6.67,1.33,1.09
Total Assets,8.68,8.99,7.5,7.91,8.07,8.17,8.47,8.54,8.37,7.86,7.13,1.79,1.55
