,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,42.28,50.89,51.47,51.47,51.47,51.47,54.48,54.48
Public,57.72,49.11,48.53,48.53,48.53,48.53,45.51,45.51
No. of Shareholders,2411.0,2379.0,2362.0,2334.0,2322.0,2392.0,2434.0,2482.0
