,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,338.55,113.09,158.64,125.44,274.84
Inventory Days,988.71,15.36,62.61,174.83,147.24
Days Payable,1024.81,77.34,63.94,34.76,45.78
Cash Conversion Cycle,302.45,51.11,157.31,265.51,376.29
Working Capital Days,334.58,51.93,165.8,292.7,443.21
ROCE %,,12.32,2.98,2.78,0.46
