,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,250.0,285.0,348.0,252.0,260.0,266.0,310.0,197.0,193.0,160.0,107.0,235.0,189.0
Expenses,256.0,291.0,327.0,256.0,266.0,257.0,293.0,195.0,187.0,157.0,109.0,230.0,195.0
Operating Profit,-6.0,-6.0,21.0,-5.0,-7.0,9.0,17.0,1.0,6.0,4.0,-2.0,5.0,-6.0
OPM %,-2.0,-2.0,6.0,-2.0,-3.0,3.0,6.0,1.0,3.0,2.0,-2.0,2.0,-3.0
Other Income,3.0,3.0,-1056.0,1.0,3.0,0.0,0.0,0.0,0.0,1748.0,1.0,0.0,0.0
Interest,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,8.0,7.0
Depreciation,32.0,32.0,32.0,24.0,19.0,22.0,21.0,21.0,22.0,18.0,12.0,12.0,12.0
Profit before tax,-40.0,-40.0,-1071.0,-32.0,-28.0,-18.0,-9.0,-25.0,-21.0,1727.0,-20.0,-14.0,-25.0
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-40.0,-40.0,-1071.0,-32.0,-28.0,-18.0,-9.0,-25.0,-21.0,1727.0,-20.0,-14.0,-25.0
EPS in Rs,-3.42,-3.44,-92.53,-2.78,-2.42,-1.53,-0.81,-2.2,-1.85,149.19,-1.76,-1.21,-2.13
