,Mar 2010,Mar 2011,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.6,0.43,0.68,0.55,0.37,0.39,0.4,1.49,3.6,5.2,8.38,11.57,12.74
Expenses,0.41,0.38,0.43,0.35,0.47,0.33,0.32,0.53,0.91,0.96,1.25,1.42,1.61
Operating Profit,0.19,0.05,0.25,0.2,-0.1,0.06,0.08,0.96,2.69,4.24,7.13,10.15,11.13
OPM %,31.67,11.63,36.76,36.36,-27.03,15.38,20.0,64.43,74.72,81.54,85.08,87.73,87.36
Other Income,0.0,0.0,0.11,0.0,-0.04,0.0,-0.01,-0.44,-0.18,-0.23,0.0,0.0,0.04
Interest,0.11,0.01,0.09,0.03,0.0,0.0,0.01,0.32,1.73,3.05,5.24,7.57,8.29
Depreciation,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.09,0.21,0.21
Profit before tax,0.06,0.03,0.26,0.17,-0.14,0.06,0.06,0.19,0.75,0.93,1.8,2.37,2.67
Tax %,50.0,66.67,23.08,64.71,-7.14,100.0,50.0,78.95,21.33,31.18,27.78,25.74,
Net Profit,0.03,0.01,0.2,0.06,-0.15,0.0,0.03,0.04,0.58,0.64,1.3,1.76,1.96
EPS in Rs,0.09,0.03,0.6,0.18,-0.45,0.0,0.09,0.06,0.83,0.92,1.87,2.53,2.81
