,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,25.48,26.69,83.28,75.0,66.72,63.93,63.36,63.36
Public,74.52,73.31,16.72,25.0,33.28,36.07,36.65,36.64
No. of Shareholders,384.0,312.0,257.0,337.0,358.0,564.0,1203.0,1514.0
