,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,55.51,46.44,56.3,60.78,65.4,66.47,56.92,65.69,69.89,47.87,86.97,62.72,79.18
Expenses,55.61,47.07,57.97,59.86,62.65,65.04,54.22,63.75,68.32,45.48,80.66,68.47,86.27
Operating Profit,-0.1,-0.63,-1.67,0.92,2.75,1.43,2.7,1.94,1.57,2.39,6.31,-5.75,-7.09
OPM %,-0.18,-1.36,-2.97,1.51,4.2,2.15,4.74,2.95,2.25,4.99,7.26,-9.17,-8.95
Other Income,0.31,0.14,0.06,0.59,0.19,0.13,0.02,0.07,0.05,0.11,0.23,-0.69,-0.11
Interest,1.8,0.53,0.42,0.07,0.91,1.22,0.66,0.15,0.2,0.2,0.31,0.32,0.29
Depreciation,0.5,0.51,0.66,0.73,0.77,0.8,0.8,0.65,0.65,0.62,0.22,0.17,0.27
Profit before tax,-2.09,-1.53,-2.69,0.71,1.26,-0.46,1.26,1.21,0.77,1.68,6.01,-6.93,-7.76
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,26.19,-9.92,-14.29,-5.36,0.0,-0.29,
Net Profit,-2.08,-1.54,-2.69,0.71,1.26,-0.46,0.93,1.33,0.88,1.77,6.01,-6.96,-7.46
EPS in Rs,-1.62,-1.2,-2.09,0.55,0.98,-0.36,0.72,1.04,0.69,1.38,4.68,-5.42,-5.81
