,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,12.82,11.52,18.13,17.43,20.96,22.46,26.16,22.48,14.64,13.27,12.33,24.74,28.84
Expenses,12.07,10.76,17.17,16.43,19.44,20.77,24.12,22.08,15.07,14.06,17.27,25.19,29.75
Operating Profit,0.75,0.76,0.96,1.0,1.52,1.69,2.04,0.4,-0.43,-0.79,-4.94,-0.45,-0.91
OPM %,5.85,6.6,5.3,5.74,7.25,7.52,7.8,1.78,-2.94,-5.95,-40.06,-1.82,-3.16
Other Income,0.0,0.0,0.0,0.02,0.1,0.0,0.11,-0.21,0.06,0.15,-0.68,0.14,0.28
Interest,0.02,0.03,0.15,0.05,0.04,0.1,0.12,0.08,0.08,0.05,0.1,0.08,0.06
Depreciation,0.16,0.16,0.16,0.06,0.06,0.06,0.04,0.04,0.04,0.04,0.06,0.1,0.07
Profit before tax,0.57,0.57,0.65,0.91,1.52,1.53,1.99,0.07,-0.49,-0.73,-5.78,-0.49,-0.76
Tax %,0.0,0.0,-13.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,61.22,2.63
Net Profit,0.57,0.58,0.74,0.91,1.52,1.53,1.99,0.07,-0.49,-0.73,-5.81,-0.18,-0.74
EPS in Rs,0.44,0.45,0.58,0.71,1.18,1.19,1.55,0.05,-0.38,-0.57,-4.52,-0.14,-0.58
