,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,10,0,3,-6
Cash from Investing Activity,-26,-7,-8,-5
Cash from Financing Activity,16,8,4,11
Net Cash Flow,0,0,-1,0
