,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,103.0,158.0,187.0,178.0
Expenses,93.0,144.0,169.0,164.0
Operating Profit,10.0,14.0,18.0,13.0
OPM %,10.0,9.0,10.0,8.0
Other Income,0.0,1.0,0.0,0.0
Interest,4.0,5.0,7.0,8.0
Depreciation,3.0,5.0,5.0,5.0
Profit before tax,4.0,6.0,7.0,0.0
Tax %,27.0,23.0,31.0,-116.0
Net Profit,3.0,4.0,5.0,1.0
EPS in Rs,1.92,3.03,3.28,0.53
