,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,15,15,15,20
Reserves,24,28,33,48
Borrowings,54,65,74,73
Other Liabilities,20,31,29,22
Total Liabilities,113,139,151,164
Fixed Assets,54,63,64,60
CWIP,7,0,1,1
Investments,0,0,0,0
Other Assets,52,76,86,102
Total Assets,113,139,151,164
