,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,15.09,8.36,8.05,4.71,0.72,-1.97,4.17,-0.6000000000000001,1.44,,
Cash from Investing Activity,-22.01,-2.12,0.07,0.11,-0.16,2.48,-0.58,3.53,4.69,,
Cash from Financing Activity,13.3,0.18,-4.98,-6.14,-2.31,-1.95,-3.56,-4.09,-5.59,,
Net Cash Flow,6.38,6.42,3.14,-1.33,-1.75,-1.44,0.03,-1.16,0.54,,
