,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,5.74,3.92,25.22,10.77,16.47,12.25,53.56,5.52,6.94,5.79,11.58,7.51,2.78
Expenses,6.32,4.85,20.07,8.83,12.8,12.41,53.97,6.75,7.86,9.18,26.07,8.66,7.72
Operating Profit,-0.58,-0.93,5.15,1.94,3.67,-0.16,-0.41,-1.23,-0.92,-3.39,-14.49,-1.15,-4.94
OPM %,-10.1,-23.72,20.42,18.01,22.28,-1.31,-0.77,-22.28,-13.26,-58.55,-125.13,-15.31,-177.7
Other Income,0.22,0.29,0.6,0.53,0.56,0.47,0.77,0.68,0.56,0.73,16.94,0.91,0.74
Interest,1.52,1.49,1.54,1.68,1.69,0.89,0.88,0.98,0.98,1.03,0.98,0.55,1.62
Depreciation,1.0,1.0,1.0,1.01,1.05,1.04,1.02,1.01,1.02,1.02,0.99,0.95,0.95
Profit before tax,-2.88,-3.13,3.21,-0.22,1.49,-1.62,-1.54,-2.54,-2.36,-4.71,0.48,-1.74,-6.77
Tax %,-5.21,-6.71,12.15,-59.09,32.21,4.32,-5.19,-1.97,-3.81,-1.91,14.58,-29.31,2.07
Net Profit,-3.03,-3.34,2.81,-0.34,1.02,-1.55,-1.62,-2.59,-2.45,-4.8,0.41,-2.26,-6.63
EPS in Rs,-0.43,-0.47,0.41,-0.05,0.15,-0.22,-0.23,-0.34,-0.35,-0.68,0.07,-0.32,-0.95
