,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97
Reserves,2.46,2.5,3.97,3.92,3.8,3.75,3.72,3.68,2.99,3.02,3.0,2.96
Borrowings,0.91,0.47,0.39,0.78,0.79,0.99,0.75,0.45,0.28,0.06,0.35,0.6000000000000001
Other Liabilities,2.86,1.92,5.6,4.49,1.87,1.01,1.07,3.59,3.2,3.74,7.47,7.51
Total Liabilities,26.2,24.86,29.93,29.16,26.43,25.72,25.51,27.69,26.44,26.79,30.79,31.04
Fixed Assets,1.32,1.29,2.8,2.43,2.29,2.13,1.98,1.72,3.44,1.99,1.89,1.77
CWIP,0.42,0.58,0.6900000000000001,0.75,0.75,0.75,0.75,1.19,0.0,0.0,0.0,0.0
Investments,11.0,11.0,11.0,11.1,11.1,11.0,11.0,11.0,0.0,0.0,0.0,0.0
Other Assets,13.46,11.99,15.44,14.88,12.29,11.84,11.78,13.78,23.0,24.8,28.9,29.27
Total Assets,26.2,24.86,29.93,29.16,26.43,25.72,25.51,27.69,26.44,26.79,30.79,31.04
