,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.01,-0.01,-0.01,1515.98
Cash from Investing Activity,0.0,0.0,0.0,-2188.62
Cash from Financing Activity,0.0,0.0,0.05,1292.96
Net Cash Flow,-0.01,-0.01,0.04,620.32
