,2023-03-01,2023-06-01,2023-09-01
Promoters,60.79,60.79,60.79
FIIs,4.26,3.29,3.94
DIIs,19.99,20.46,20.17
Public,14.95,15.46,15.08
No. of Shareholders,672431.0,636596.0,619682.0
