,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,579.73,803.27,820.85,506.24,369.82,374.14
Inventory Days,430.63,576.33,918.58,525.14,511.18,375.44
Days Payable,511.64,681.04,1048.46,460.04,113.81,103.72
Cash Conversion Cycle,498.72,698.56,690.97,571.33,767.19,645.86
Working Capital Days,600.12,769.53,823.24,696.27,726.89,641.77
ROCE %,,1.69,3.5,4.97,2.73,7.64
